"codigo";"nombre";"nombre_especifico";"departamento";"unidad_responsable";"ruta";"tipo_actuacion";"tipo_procedimiento";"inicio_tramite";"ambito";"nivel_administrativo";"codigo_sia";"fecha_actualizacion_sia";"fecha_publicacion";"fecha_ultima_modificacion";"familia";"fecha_inicio";"fecha_fin";"observaciones_plazo"
6455;"Solicitud encuadramiento en la carrera profesional del personal sanitario de formación profesional y del personal de gestión y servicios por el procedimiento ordinario del Hospital Universitario Ntra. Sra. de la Candelaria.";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Complejo hospitalario univ. Nuestra Sra. de Candelaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2308846";"2022-02-14 23:00:08.596";"2022-02-14 08:38:21.991";"14/02/2022 08:38";"Otros procedimientos";"16/05/2021 23:00";"19/05/2021 22:59";"_U"
6456;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Gestión General (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2309410";"2020-06-08 21:15:12.54";"2020-06-08 06:19:50.954";"08/06/2020 06:19";"Procesos de Selección";"12/07/2021 23:00";"15/07/2021 22:59";"_U"
6458;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Letrados (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2309414";"2020-06-08 21:15:12.609";"2020-06-08 06:23:11.553";"08/06/2020 06:23";"Procesos de Selección";"21/09/2020 22:00";"24/09/2020 21:59";"_U"
6459;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Técnicos Facultativos Superiores, Especialidad Técnicos de Prevención (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2309411";"2020-06-08 21:15:12.548";"2020-06-08 06:25:36.416";"08/06/2020 06:25";"Procesos de Selección";"23/09/2020 22:00";"28/09/2020 21:59";"_U"
6460;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Técnicos Facultativos de Grado Medio, Especialidad Técnicos de Prevención (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2309412";"2020-06-08 21:15:12.557";"2020-06-08 06:15:49.424";"08/06/2020 06:15";"Procesos de Selección";"_Z";"_Z";"_U"
6464;"Licencia previa de funcionamiento de fabricantes de productos sanitarios a medida";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio Ordenación Farmacéutica";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2324592";"2022-03-08 23:00:13.812";"2022-03-08 10:51:06.703";"08/03/2022 10:51";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6465;"Discrepancias en el ámbito sanitario";"_U";"Secretaría General Técnica";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Secretaría General Técnica >> Oficina Defensa de Derechos Usuar. Sanit.";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"2407425";"2021-03-22 10:07:12.69";"2021-03-22 10:06:56.709";"22/03/2021 10:06";"Reclamaciones";"_Z";"_Z";"_U"
6466;"Reiteración en el ámbito sanitario";"_U";"Secretaría General Técnica";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Secretaría General Técnica >> Oficina Defensa de Derechos Usuar. Sanit.";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"2407368";"2021-03-19 23:00:15.824";"2021-03-19 14:16:25.351";"19/03/2021 14:16";"Reclamaciones";"_Z";"_Z";"_U"
6473;"Reclamaciones en materia de Elecciones Sindicales (Impugnaciones)";"_U";"Dirección General de Trabajo";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Viceconsejería de Empleo >> Dirección General de Trabajo >> Servicio mediación, arbitr. concil. (Semac) Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2452011";"2021-10-11 22:00:04.719";"2021-10-11 12:21:49.34";"11/10/2021 12:21";"Otras";"_Z";"_Z";"_U"
6486;"Autorización de farmacéutico regente";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio Ordenación Farmacéutica";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2311481";"2022-04-06 22:00:56.675";"2022-04-06 12:56:56.818";"06/04/2022 12:56";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6492;"Autorización inicial de estaciones de Inspección Técnica de Vehículos";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de automóviles";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2350263";"2021-05-07 22:00:03.912";"2021-05-07 07:53:21.06";"07/05/2021 07:53";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6493;"Autorización de funcionamiento de estaciones de Inspección Técnica de Vehículos";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de automóviles";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2350261";"2021-05-07 22:00:03.912";"2021-05-07 11:39:04.266";"07/05/2021 11:39";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6496;"Modificación de la oferta asistencial de centros, servicios y actividades sanitarias";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio de Acreditación y Autorización";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2314541";"2022-06-09 22:00:16.038";"2022-06-09 13:17:00.822";"09/06/2022 13:17";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6500;"Autorización previa del Gobierno a proyectos de establecimientos de menos de 5 estrellas";"_U";"Dirección General de Ordenación y Promoción Turística";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de Turismo >> Dirección General de Ordenación y Promoción Turística >> Servicio de Ordenación Turística";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322110";"2021-05-27 22:00:04.711";"2021-05-27 11:56:59.128";"27/05/2021 11:56";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6503;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Investigadores Agrarios, Escala Científica, Especialidad Analítica Agrícola (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322699";"2020-07-17 21:15:37.295";"2020-07-17 06:13:21.284";"17/07/2020 06:13";"Procesos de Selección";"_Z";"_Z";"_U"
6504;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Investigadores Agrarios, Escala Científica, Especialidad Microbiología Agrícola (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322696";"2020-07-17 21:15:37.277";"2020-07-17 06:22:01.444";"17/07/2020 06:22";"Procesos de Selección";"_Z";"_Z";"_U"
6505;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Investigadores Agrarios, Escala Científica, Especialidad Pastos y Forrajes (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322698";"2020-07-17 21:15:37.289";"2020-07-17 06:22:11.987";"17/07/2020 06:22";"Procesos de Selección";"_Z";"_Z";"_U"
6506;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Investigadores Agrarios, Escala Científica, Especialidad Fruticultura Tropical y Subtropical. Grupo A Subgrupo A1";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322697";"2020-07-17 21:15:37.283";"2020-07-17 06:19:12.084";"17/07/2020 06:19";"Procesos de Selección";"_Z";"_Z";"_U"
6507;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Arquitectos e Ingenieros Técnicos, Especialidad Ingenieros Técnicos Agrícolas (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322694";"2020-07-17 21:15:37.26";"2020-07-17 06:17:12.651";"17/07/2020 06:17";"Procesos de Selección";"_Z";"_Z";"_U"
6508;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Arquitectos e Ingenieros Técnicos, Especialidad Ingenieros Técnicos Industriales (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2322695";"2020-07-17 21:15:37.266";"2020-07-17 06:16:59.213";"17/07/2020 06:16";"Procesos de Selección";"_Z";"_Z";"_U"
6512;"Procedimiento de Renovación de autorización de funcionamiento de centros, servicios, establecimientos y actividades sanitarias";"_U";"Servicio Canario de la Salud (SCS)";"Consejería de Sanidad";"Gobierno de Canarias >> Consejería de Sanidad >> Servicio Canario de la Salud (SCS) >> Dirección del Servicio Canario de Salud >> Servicio de Acreditación y Autorización";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2329308";"2022-04-19 22:00:18.878";"2022-04-19 08:56:26.125";"19/04/2022 08:56";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6527;"Autorización de Entidades de formación de  personal inspector ITV";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de automóviles";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2350264";"2021-03-16 23:00:15.45";"2021-03-16 12:13:23.487";"16/03/2021 12:13";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6531;"Otorgamiento de licencias para la prestación de servicios de comunicación de televisión digital terrestre de ámbito local en la Comunidad Autónoma de Canarias.";"_U";"Agencia Canaria de Investigación, Innovación y Sociedad de la Información";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Agencia Canaria de Investigación, Innovación y Sociedad de la Información >> Área de Coordinación e Interrelación de Investigación, Innovación y Sociedad de la Información";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2408494";"2022-06-06 22:00:08.873";"2022-06-06 12:36:36.628";"06/06/2022 12:36";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
6537;"Recursos administrativos contra resoluciones de las solicitudes de ayudas para contribuir  a minimizar el impacto económico y social del COVID-19 en los alquileres de vivienda habitual.";"_U";"Instituto Canario de Vivienda";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Instituto Canario de Vivienda >> Secretaría del Instituto Canario de la Vivienda >> Servicio de Régimen Jurídico";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2324989";"2022-08-26 22:00:06.997";"2022-08-26 10:22:54.727";"26/08/2022 10:22";"Recursos Administrativos";"_Z";"_Z";"_U"
6563;"Notificaciones electrónicas de la Secretaría General Técnica de la Consejería de Economía, Conocimiento y Empleo";"_U";"Secretaría General Técnica";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Secretaría General Técnica >> Apoyo a la Secretaría General Técnica";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2327271";"2021-04-28 22:00:10.94";"2021-04-28 10:51:20.84";"28/04/2021 10:51";"Otras";"_Z";"_Z";"_U"
6566;"Recurso de reposición contra actos de Gestión Tributaria (Tributos Cedidos)";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 2: Descarga formularios";"2429522";"2021-07-14 22:00:05.675";"2021-07-14 10:20:03.026";"14/07/2021 10:20";"Recursos Administrativos";"_Z";"_Z";"_U"
6576;"Reintegro (Ingreso Canario de Emergencia)";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2346728";"2020-10-18 21:00:00.941";"2020-10-18 12:52:54.261";"18/10/2020 12:52";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
6576;"Reintegro (Ingreso Canario de Emergencia)";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"OFICIO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2346728";"2020-10-18 21:00:00.941";"2020-10-18 12:52:54.261";"18/10/2020 12:52";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
6584;"Modificación de los planes de seguridad y salvamento inscritos en la sección de playas";"_U";"Dirección General de Seguridad y Emergencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Dirección General de Seguridad y Emergencia >> Subdirección protección civil emergencia";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2327946";"2022-06-08 22:00:09.256";"2022-06-08 09:37:50.516";"08/06/2022 09:37";"Registros Administrativos";"_Z";"_Z";"_U"
6589;"Convocatoria de pruebas selectivas para la Escala de Administradores Tributarios correspondiente al Grupo A, Subgrupo A1, por Promoción Interna.";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"2450989";"2021-09-24 22:00:05.154";"2021-09-24 13:16:26.202";"24/09/2021 13:16";"Procesos de Selección";"_Z";"_Z";"_U"
6590;"Convocatoria de pruebas selectivas para la Escala de Gestión Tributaria correspondiente al Grupo A, Subgrupo A2, por Promoción Interna.";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"2450990";"2021-09-24 22:00:05.154";"2021-09-24 13:18:24.755";"24/09/2021 13:18";"Procesos de Selección";"_Z";"_Z";"_U"
6591;"Convocatoria de pruebas selectivas para la Escala de Agentes Tributarios correspondiente al Grupo C, Subgrupo C1, por Promoción Interna.";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"2450991";"2021-09-24 22:00:05.154";"2021-09-24 13:19:29.556";"24/09/2021 13:19";"Procesos de Selección";"_Z";"_Z";"_U"
6596;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior Facultativo, Escala de Ingenieros y Arquitectos, Especialidad de Ingenieros de Minas (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330824";"2021-03-23 23:00:04.951";"2021-03-23 14:31:18.093";"23/03/2021 14:31";"Procesos de Selección";"_Z";"_Z";"_U"
6597;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Facultativo, Escala de Ingenieros y Arquitectos, Especialidad Ingenieros Industriales (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2408230";"2021-04-09 22:00:05.496";"2021-04-09 10:39:59.759";"09/04/2021 10:39";"Procesos de Selección";"01/05/2019 22:00";"25/07/2019 21:59";"_U"
6598;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Técnicos Facultativos de Grado Medio, Especialidad Trabajador Social (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330822";"2020-10-06 21:00:03.143";"2020-10-06 06:30:04.208";"06/10/2020 06:30";"Procesos de Selección";"01/05/2019 22:00";"31/05/2019 21:59";"_U"
6599;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos de la Escala de Arquitectos e Ingenieros Técnicos, Especialidad Arquitectos Técnicos (Grupo A, Subgrupo A2)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330820";"2020-10-06 21:00:03.142";"2020-10-06 06:26:41.79";"06/10/2020 06:26";"Procesos de Selección";"_Z";"_Z";"_U"
6600;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior de Administradores, Escala de Administradores Financieros y Tributarios (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330823";"2020-10-06 21:00:03.143";"2020-10-06 06:17:42.704";"06/10/2020 06:17";"Procesos de Selección";"_Z";"_Z";"_U"
6601;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior Facultativo, Escala de Ingenieros y Arquitectos, Especialidad de Arquitectos (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330821";"2020-10-06 21:00:03.142";"2020-10-06 06:23:36.41";"06/10/2020 06:23";"Procesos de Selección";"_Z";"_Z";"_U"
6602;"Acreditación de méritos para la constitución de la lista de empleo para el nombramiento de funcionarios interinos del Cuerpo Superior Facultativo, Escala de Titulados Sanitarios, Especialidad Farmacéutico Farmacia Asistencial (Grupo A, Subgrupo A1)";"_U";"Dirección General de la Función Pública";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Dirección General de la Función Pública >> Servicio  de Selección y Provisión de Personal Funcionario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"2330819";"2020-10-06 21:00:03.142";"2020-10-06 06:13:14.211";"06/10/2020 06:13";"Procesos de Selección";"_Z";"_Z";"_U"
